power(kW),odometer,trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,ecr_deviation,encoded_driving_style,encoded_tire_type
49.0,123278.0,46.7,6.67,True,False,True,14.28,False,0.0,-0.7200000000000006,0.0,1
49.0,123231.0,48.3,6.58,True,False,True,13.62,False,0.0,-1.3800000000000008,0.0,1
49.0,123183.0,51.0,7.71,True,True,True,15.12,False,0.0,0.1199999999999992,0.0,1
49.0,123132.0,50.3,7.31,True,False,True,14.53,False,0.0,-0.4700000000000006,0.0,1
49.0,123082.0,53.6,7.3,True,False,True,13.62,False,0.0,-1.3800000000000008,0.0,1
49.0,122954.0,55.6,8.32,True,False,True,14.96,False,0.0,-0.0399999999999991,0.0,1
49.0,122898.0,52.9,7.58,True,False,True,14.33,False,0.0,-0.6699999999999999,0.0,1
49.0,122845.0,63.9,9.91,True,False,True,15.51,False,0.0,0.5099999999999998,0.0,1
49.0,122781.0,52.4,8.05,True,False,True,15.36,False,0.0,0.3599999999999994,0.0,1
49.0,122672.0,52.7,8.22,True,False,True,15.6,False,0.0,0.5999999999999996,0.0,1
49.0,122619.0,57.6,8.36,True,False,True,14.51,False,0.0,-0.4900000000000002,0.0,1
49.0,122561.0,49.1,7.14,True,False,True,14.54,False,0.0,-0.4600000000000008,0.0,1
49.0,122416.0,52.6,7.03,True,False,True,13.37,False,0.0,-1.6300000000000008,0.0,1
49.0,122363.0,51.7,7.04,True,False,True,13.62,False,0.0,-1.3800000000000008,0.0,1
49.0,122312.0,50.0,6.9,True,False,True,13.8,False,0.0,-1.1999999999999993,0.0,1
49.0,122262.0,52.8,7.0,True,False,True,13.26,False,0.0,-1.7400000000000002,0.0,1
49.0,122209.0,67.5,9.16,True,False,True,13.57,False,0.0,-1.4299999999999995,0.0,1
49.0,122047.0,71.8,9.81,True,False,True,13.66,False,0.0,-1.34,0.0,1
49.0,121976.0,70.6,10.12,True,False,True,14.33,False,0.0,-0.6699999999999999,0.0,1
49.0,121905.0,46.6,6.56,True,False,True,14.08,False,0.0,-0.92,0.0,1
49.0,121858.0,39.0,5.62,True,False,True,14.41,False,0.0,-0.5899999999999999,0.0,1
49.0,121819.0,23.2,5.67,True,False,True,12.60933549432739,False,0.0,-2.3906645056726092,0.0,1
49.0,121796.0,43.3,6.042584269662921,True,False,True,12.60933549432739,False,0.0,-2.3906645056726092,2.0,1
49.0,121695.0,78.4,6.5,True,False,True,13.4,False,0.0,-1.5999999999999996,0.0,1
49.0,121616.0,66.4,8.91,True,False,True,13.42,False,0.0,-1.58,0.0,1
49.0,121550.0,50.3,6.93,True,False,True,13.78,False,0.0,-1.2200000000000006,0.0,1
49.0,121500.0,48.4,6.93,True,False,True,14.32,False,0.0,-0.6799999999999997,0.0,1
49.0,121402.0,54.0,7.25,True,False,True,13.43,False,0.0,-1.5700000000000005,0.0,1
49.0,121348.0,49.1,7.22,True,False,True,14.7,False,0.0,-0.3000000000000007,0.0,0
49.0,121299.0,48.1,6.33,True,False,True,13.16,False,0.0,-1.84,0.0,0
49.0,121251.0,50.3,6.69,True,False,True,13.3,False,0.0,-1.6999999999999993,0.0,0
49.0,121150.0,53.1,7.06,True,False,True,13.3,False,0.0,-1.6999999999999993,0.0,0
49.0,121097.0,50.5,6.76,True,False,True,13.39,False,0.0,-1.6099999999999994,0.0,0
49.0,121046.0,74.9,10.08,True,True,True,13.46,False,0.0,-1.5399999999999991,2.0,0
49.0,120971.0,52.2,6.73,True,False,True,12.89,False,0.0,-2.1099999999999994,0.0,0
49.0,120918.0,51.5,6.8,True,False,True,13.2,False,0.0,-1.8000000000000007,0.0,0
49.0,120712.0,73.3,10.2,False,True,True,10.46,False,0.0,-4.539999999999999,0.0,0
49.0,120639.0,74.3,7.89,False,True,False,10.46,False,0.0,-4.539999999999999,0.0,0
49.0,120465.0,49.7,11.2,False,True,True,11.64,False,0.0,-3.3599999999999994,0.0,0
49.0,120415.0,62.0,6.0,False,True,False,11.64,False,0.0,-3.3599999999999994,0.0,0
49.0,120353.0,75.4,6.13,False,True,False,11.64,False,0.0,-3.3599999999999994,0.0,0
49.0,120277.0,72.0,6.7,False,True,True,11.64,False,0.0,-3.3599999999999994,0.0,0
49.0,120205.0,29.4,3.56,True,False,True,11.64,False,0.0,-3.3599999999999994,0.0,0
49.0,120176.0,47.8,6.16,True,False,True,12.89,False,0.0,-2.1099999999999994,0.0,0
49.0,120128.0,52.4,6.58,True,False,True,12.56,False,0.0,-2.4399999999999995,0.0,0
49.0,120076.0,60.4,7.19,True,False,True,11.9,False,0.0,-3.1,0.0,0
49.0,120015.0,53.2,6.58,True,False,True,12.37,False,0.0,-2.630000000000001,0.0,0
49.0,119962.0,65.1,8.32,True,True,True,12.78,False,0.0,-2.2200000000000006,0.0,0
49.0,119897.0,17.7,4.83,True,False,True,12.6,False,0.0,-2.4000000000000004,0.0,0
49.0,119879.0,44.3,3.0,True,False,True,12.6,False,0.0,-2.4000000000000004,0.0,0
49.0,119835.0,47.4,5.95,True,False,True,12.6,False,0.0,-2.4000000000000004,0.0,0
49.0,119787.0,21.6,8.7,True,False,True,11.81,False,0.0,-3.1899999999999995,0.0,0
49.0,119766.0,85.9,4.0,True,False,True,11.81,False,0.0,-3.1899999999999995,0.0,0
49.0,119680.0,56.9,6.94,True,False,True,12.2,False,0.0,-2.8000000000000007,0.0,0
49.0,119558.0,65.0,3.51,False,True,True,13.23,True,0.0,-1.7699999999999996,0.0,0
49.0,119428.0,65.1,5.43,False,True,True,13.56,False,0.0,-1.4399999999999995,2.0,0
49.0,119363.0,45.8,6.5,True,False,True,14.19,False,0.0,-0.8100000000000005,0.0,0
49.0,119317.0,74.8,10.78,True,False,True,12.35,False,0.0,-2.6500000000000004,0.0,0
49.0,119242.0,67.6,6.8,True,False,True,12.35,False,0.0,-2.6500000000000004,0.0,0
49.0,119175.0,48.2,6.16,True,False,True,12.78,False,0.0,-2.2200000000000006,0.0,0
49.0,119021.0,72.0,8.69,True,False,True,12.07,False,0.0,-2.93,0.0,0
49.0,118949.0,48.1,5.62,True,False,True,11.68,False,0.0,-3.3200000000000003,0.0,0
49.0,118901.0,63.2,8.56,True,True,True,13.54,False,0.0,-1.4600000000000009,0.0,0
49.0,118837.0,50.3,7.3,True,True,True,14.51,False,0.0,-0.4900000000000002,2.0,0
49.0,118687.0,43.8,5.44,True,False,True,12.42,False,0.0,-2.58,0.0,0
49.0,118643.0,60.8,7.45,True,False,True,12.25,False,0.0,-2.75,0.0,0
49.0,118583.0,56.9,6.95,True,False,True,12.21,False,0.0,-2.789999999999999,0.0,0
49.0,118526.0,50.2,7.32,True,True,True,14.58,False,0.0,-0.4199999999999999,2.0,0
49.0,118367.0,11.3,4.83,True,False,True,11.33,False,0.0,-3.67,0.0,0
49.0,118355.0,58.6,7.63,False,True,True,11.33,False,0.0,-3.67,0.0,0
49.0,118297.0,62.2,2.51,True,False,True,11.33,False,0.0,-3.67,0.0,0
49.0,118021.0,75.1,0.7,False,True,False,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117946.0,77.8,6.79,False,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117868.0,59.5,8.0,False,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117710.0,55.9,6.23,False,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117654.0,46.4,7.7,False,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117608.0,47.4,3.7,True,False,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117560.0,89.8,8.47,False,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117471.0,41.2,4.15,True,True,False,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117356.0,66.7,5.14,True,True,True,11.43,False,0.0,-3.5700000000000003,0.0,0
49.0,117218.0,54.7,4.04,False,True,False,12.02,False,0.0,-2.9800000000000004,0.0,0
49.0,117055.0,43.3,7.43,True,False,True,12.26,False,0.0,-2.74,0.0,0
49.0,117012.0,50.4,4.06,True,False,True,12.26,False,0.0,-2.74,0.0,0
49.0,116961.0,62.3,7.92,False,True,True,10.35,False,0.0,-4.65,0.0,0
49.0,116899.0,70.7,8.7,False,True,False,10.35,False,0.0,-4.65,0.0,0
49.0,116828.0,65.3,3.9,True,True,True,10.35,False,0.0,-4.65,0.0,0
49.0,116651.0,38.8,5.64,True,True,True,14.54,False,0.0,-0.4600000000000008,0.0,0
49.0,116612.0,5.6,10.48,True,False,False,11.44,False,0.0,-3.5600000000000005,0.0,0
49.0,116607.0,70.0,3.0,False,True,False,11.44,False,0.0,-3.5600000000000005,0.0,0
49.0,116537.0,82.1,7.79,False,True,True,11.44,False,0.0,-3.5600000000000005,0.0,0
49.0,116358.0,56.7,10.2,False,True,False,11.44,False,0.0,-3.5600000000000005,0.0,0
49.0,116201.0,58.3,9.0,False,True,False,11.44,False,0.0,-3.5600000000000005,0.0,0
49.0,116143.0,75.9,8.0,False,True,False,11.44,False,0.0,-3.5600000000000005,2.0,0
49.0,116067.0,76.6,7.31,False,True,True,11.44,False,0.0,-3.5600000000000005,2.0,0
49.0,115990.0,47.2,5.68,True,False,True,12.03,False,0.0,-2.9700000000000006,0.0,0
49.0,115867.0,74.9,7.18,False,True,False,12.88,False,0.0,-2.119999999999999,0.0,0
49.0,115792.0,87.1,7.7,False,True,True,11.34,False,0.0,-3.66,0.0,0
49.0,115705.0,76.0,8.0,False,True,False,11.34,False,0.0,-3.66,0.0,0
49.0,115629.0,76.0,6.64,False,True,False,11.34,False,0.0,-3.66,2.0,0
49.0,115357.0,88.2,10.61,True,False,True,12.03,True,0.0,-2.9700000000000006,0.0,0
49.0,115172.0,82.8,9.9,True,False,True,11.96,True,0.0,-3.039999999999999,0.0,0
49.0,115089.0,12.4,5.68,True,False,True,10.91,False,0.0,-4.09,0.0,0
49.0,115077.0,29.3,4.0,True,False,True,10.91,True,0.0,-4.09,0.0,0
49.0,114952.0,45.5,10.4,False,True,True,12.64,False,0.0,-2.3599999999999994,0.0,0
